cluster_id,article_title,paragraph_index,representative_span,source_count,candidate_count,accept_score,threshold,accepted,final_category,final_subcategory,sources
gabbard was most searched democratic candidate a__p0__c1,Gabbard was most searched Democratic candidate after debate despite getting third-lowest speaking time,0,this president and his chicken hawk cabinet,3,3,0.820513,0.5,True,Inflammatory Language,name-calling,adjudicated_prompt2|gemini_flash_prompt5|gpt5mini_prompt5
gabbard was most searched democratic candidate a__p0__c2,Gabbard was most searched Democratic candidate after debate despite getting third-lowest speaking time,0,have led us to the brink of war with Iran,1,1,0.282051,0.5,False,Inflammatory Language,demonization,gpt5mini_prompt5
gabbard was most searched democratic candidate a__p2__c1,Gabbard was most searched Democratic candidate after debate despite getting third-lowest speaking time,2,It's clear who MSNBC wants to be president: Elizabeth Warren,1,1,0.282051,0.5,False,Persuasive Propaganda,doubt,gpt5mini_prompt5
trump rips horrible new york times washington po__p0__c6,"trump rips 'horrible' new york times, washington post, wonders if people will 'demand' he stay in white house",0,KEEP AMERICA GREAT,2,2,0.538462,0.5,True,Persuasive Propaganda,slogans,adjudicated_prompt2|gemini_flash_prompt5
trump rips horrible new york times washington po__p2__c3,"trump rips 'horrible' new york times, washington post, wonders if people will 'demand' he stay in white house",2,Suppression Polls (they suppress the numbers),1,1,0.25641,0.5,False,Persuasive Propaganda,casual oversimplification,gemini_flash_prompt5
every american is entitled to health care sen be__p1__c3,'Every American is entitled to health care': Sen. Bernie Sanders,1,dysfunctional system,1,1,0.25641,0.5,False,Persuasive Propaganda,exaggeration,gemini_flash_prompt5
we are livid mural honoring philadelphia police __p1__c3,'WE ARE LIVID!': Mural Honoring Philadelphia Police Officer Killed In Line Of Duty Vandalized,1,"the DA of this city set this tone of disrespect for the city by slighting Sgt. Wilson, III by offering a backdoor plea",1,1,0.25641,0.5,False,Inflammatory Language,scapegoating,gemini_flash_prompt5
did jared kushner violate the hatch act democrat__p2__c3,Did Jared Kushner Violate the Hatch Act? Democrats Request Investigation After Kellyanne Conway Findings,2,#RevokeKushner,1,1,0.25641,0.5,False,Persuasive Propaganda,slogans,gemini_flash_prompt5
meghan markle has been branded difficult by tabl__p0__c6,meghan markle has been branded 'difficult' by tabloids. it's the same sexism that demonizes driven women in the workplace.,0,"volatile "" wave of abuse and harassment """,1,1,0.25641,0.5,False,Inflammatory Language,demonization,gemini_flash_prompt5
trump hits polling on fox news something weird g__p2__c1,Trump hits polling on Fox News: 'Something weird going on at Fox',2,Fox is moving more and more to the losing (wrong) side,2,2,0.538462,0.5,True,Persuasive Propaganda,doubt,adjudicated_prompt2|gemini_flash_prompt5
if youre directly complicit in spreading hate co__p1__c3,"'if you're directly complicit in spreading hate, consider dining at home': restaurant owner who kicked sarah sanders out last year defends chicago server who spat on eric trump in a cocktail bar",1,You can't call people your enemies by day,1,1,0.25641,0.5,False,Inflammatory Language,name-calling,gemini_flash_prompt5
donald trump jr mocks roy moore after campaign a__p1__c4,"Donald Trump Jr. mocks Roy Moore after campaign announcement, reigniting feud",1,more than your own ego,1,1,0.25641,0.5,False,Inflammatory Language,name-calling,gemini_flash_prompt5
donald trump jr mocks roy moore after campaign a__p1__c5,"Donald Trump Jr. mocks Roy Moore after campaign announcement, reigniting feud",1,#MAGA,1,1,0.25641,0.5,False,Persuasive Propaganda,slogans,gemini_flash_prompt5
donald trump jr mocks roy moore after campaign a__p2__c4,"Donald Trump Jr. mocks Roy Moore after campaign announcement, reigniting feud",2,ABRM,1,1,0.25641,0.5,False,Persuasive Propaganda,slogans,gemini_flash_prompt5
rmv fail 546 license suspensions more to come__p1__c1,"RMV Fail: 546 license suspensions, more to come",1,filed and forgotten in 53 bins,1,1,0.25641,0.5,False,Persuasive Propaganda,exaggeration,gemini_flash_prompt5
protest in madrid as conservatives suspend ban o__p0__c4,Protest in Madrid as conservatives suspend ban on most polluting cars,0,raising fears that environmental rollbacks seen in the United States may be spreading to Europe,2,2,0.461538,0.5,False,Persuasive Propaganda,exaggeration,adjudicated_prompt2|claude_haiku_prompt5
trump vows to cure cancer and eradicate aids__p0__c2,trump vows to cure cancer and eradicate aids,0,sweeping promises to tackle two of mankind's most dreaded diseases,2,2,0.461538,0.5,False,Persuasive Propaganda,exaggeration,adjudicated_prompt2|claude_haiku_prompt5
donald trumps criminal justice reform shows resu__p0__c2,donald trump's criminal justice reform shows results,0,long overdue,2,2,0.461538,0.5,False,Persuasive Propaganda,exaggeration,adjudicated_prompt2|claude_haiku_prompt5
killer of 16yearold new york girl in 1980 releas__p0__c2,Killer of 16-year-old New York girl in 1980 released on parole despite outrage,0,Killer of 16-year-old New York girl,1,1,0.179487,0.5,False,Inflammatory Language,name-calling,claude_haiku_prompt5
ocasiocortez sanders call for climate change eme__p0__c2,"Ocasio-Cortez, Sanders call for climate change emergency mobilization, seeks a re-do of failed Green New Deal",0,failed to take off the ground,1,1,0.179487,0.5,False,Persuasive Propaganda,exaggeration,claude_haiku_prompt5
trump rips horrible new york times washington po__p1__c3,"trump rips 'horrible' new york times, washington post, wonders if people will 'demand' he stay in white house",1,"often referring to it as the ""enemy of the people.""",1,1,0.282051,0.5,False,Inflammatory Language,demonization,adjudicated_prompt2
every american is entitled to health care sen be__p2__c2,'Every American is entitled to health care': Sen. Bernie Sanders,2,New Hampshire and 21 other states that supported our agenda,1,1,0.282051,0.5,False,Persuasive Propaganda,bandwagon,adjudicated_prompt2
protesters want all philadelphia police officers__p2__c2,Protesters Want All Philadelphia Police Officers Connected To Alleged Racist Social Media Posts To Be Removed From Streets,2,"excessive to take over 6,000 police officers off the street",1,1,0.282051,0.5,False,Persuasive Propaganda,exaggeration,adjudicated_prompt2
we are livid mural honoring philadelphia police __p2__c2,'WE ARE LIVID!': Mural Honoring Philadelphia Police Officer Killed In Line Of Duty Vandalized,2,the consequences of such are as minuscule as a slap on the wrist,1,1,0.282051,0.5,False,Persuasive Propaganda,exaggeration,adjudicated_prompt2
did jared kushner violate the hatch act democrat__p2__c4,Did Jared Kushner Violate the Hatch Act? Democrats Request Investigation After Kellyanne Conway Findings,2,they're trying to take away her right to free speech,1,1,0.282051,0.5,False,Persuasive Propaganda,exaggeration,adjudicated_prompt2
ron desantis signs amendment 4 bill limiting fel__p3__c1,"ron desantis signs amendment 4 bill, limiting felon voting",3,the Republicans' approach is confusing and expensive,1,1,0.282051,0.5,False,Inflammatory Language,name-calling,adjudicated_prompt2
senate confirms judge who attacked roe v wade ca__p1__c3,"senate confirms judge who attacked roe v. wade, called being transgender 'a delusion'",1,wondered aloud how anyone could expect Kacsmaryk to be a fair and impartial judge,1,1,0.282051,0.5,False,Persuasive Propaganda,doubt,adjudicated_prompt2
senate confirms judge who attacked roe v wade ca__p1__c4,"senate confirms judge who attacked roe v. wade, called being transgender 'a delusion'",1,"a celestial phenomenon invisible to the non-lawyer eye."" (What?)",1,1,0.282051,0.5,False,Persuasive Propaganda,doubt,adjudicated_prompt2
senate confirms judge who attacked roe v wade ca__p2__c4,"senate confirms judge who attacked roe v. wade, called being transgender 'a delusion'",2,funneling anti-abortion and anti-LGBTQ nominees to the White House,1,1,0.282051,0.5,False,Inflammatory Language,name-calling,adjudicated_prompt2
senate confirms judge who attacked roe v wade ca__p2__c5,"senate confirms judge who attacked roe v. wade, called being transgender 'a delusion'",2,Why on earth is this man a nominee for a lifetime appointment?,1,1,0.282051,0.5,False,Persuasive Propaganda,doubt,adjudicated_prompt2
editorial six months after californias landmark __p0__c1,"editorial: six months after california's landmark police transparency law, many agencies still won't release their records",0,So many police departments are resisting compliance,1,2,0.282051,0.5,False,Persuasive Propaganda,doubt,adjudicated_prompt2
editorial six months after californias landmark __p2__c2,"editorial: six months after california's landmark police transparency law, many agencies still won't release their records",2,these groups have had a powerful champion in their attempts to deny the public this information,1,1,0.282051,0.5,False,Persuasive Propaganda,doubt,adjudicated_prompt2
editorial six months after californias landmark __p3__c1,"editorial: six months after california's landmark police transparency law, many agencies still won't release their records",3,No one least of all the agencies that have sworn to protect and serve the public should be allowed to thwart the law.,1,1,0.282051,0.5,False,Persuasive Propaganda,doubt,adjudicated_prompt2
dc mayor says trumps fourth of july celebration __p1__c3,DC mayor says Trump's Fourth of July celebration emptied security fund,1,Trump's critics had argued the speech threatened to politicize what had previously been a nonpartisan holiday tradition,1,1,0.282051,0.5,False,Persuasive Propaganda,exaggeration,adjudicated_prompt2
protest in madrid as conservatives suspend ban o__p0__c5,Protest in Madrid as conservatives suspend ban on most polluting cars,0,a fresh sign of growing divisions in Spain after a series of inconclusive elections,1,1,0.282051,0.5,False,Persuasive Propaganda,exaggeration,adjudicated_prompt2
protest in madrid as conservatives suspend ban o__p1__c2,Protest in Madrid as conservatives suspend ban on most polluting cars,1,"""We have to save (the planet) starting at the local and small level",1,1,0.282051,0.5,False,Persuasive Propaganda,exaggeration,adjudicated_prompt2
meghan markle has been branded difficult by tabl__p0__c7,meghan markle has been branded 'difficult' by tabloids. it's the same sexism that demonizes driven women in the workplace.,0,members of the press and anonymous trolls,1,1,0.282051,0.5,False,Inflammatory Language,name-calling,adjudicated_prompt2
biden criticizes amazon for paying 0 in corporat__p0__c1,Biden criticizes Amazon for paying $0 in corporate taxes,0,"We need to reward work, not just wealth.",1,1,0.282051,0.5,False,Persuasive Propaganda,slogans,adjudicated_prompt2
trump vows to cure cancer and eradicate aids__p1__c2,trump vows to cure cancer and eradicate aids,1,"why the hell didn't you do that over the last 50 years, Joe?",1,1,0.282051,0.5,False,Persuasive Propaganda,doubt,adjudicated_prompt2
trump vows to cure cancer and eradicate aids__p2__c2,trump vows to cure cancer and eradicate aids,2,Some observers couldn't help but wonder about the feasibility of the president's big promises,1,1,0.282051,0.5,False,Persuasive Propaganda,doubt,adjudicated_prompt2
donald trumps criminal justice reform shows resu__p2__c2,donald trump's criminal justice reform shows results,2,"Too often, an 18-year-old makes a mistake for which he will pay until he's 90 years old",1,1,0.282051,0.5,False,Persuasive Propaganda,exaggeration,adjudicated_prompt2
donald trump jr mocks roy moore after campaign a__p1__c6,"Donald Trump Jr. mocks Roy Moore after campaign announcement, reigniting feud",1,If you actually care about #MAGA,1,1,0.282051,0.5,False,Persuasive Propaganda,slogans,adjudicated_prompt2
donald trump jr mocks roy moore after campaign a__p1__c7,"Donald Trump Jr. mocks Roy Moore after campaign announcement, reigniting feud",1,"it's time to ride off into the sunset, Judge",1,1,0.282051,0.5,False,Inflammatory Language,name-calling,adjudicated_prompt2
rmv fail 546 license suspensions more to come__p0__c2,"RMV Fail: 546 license suspensions, more to come",0,In a stunning press conference detailing the scope of the crisis Monday,1,1,0.282051,0.5,False,Persuasive Propaganda,exaggeration,adjudicated_prompt2
gabbard was most searched democratic candidate a__p2__c2,Gabbard was most searched Democratic candidate after debate despite getting third-lowest speaking time,2,They're giving her more time than all the other candidates combined.,1,1,0.282051,0.5,False,Persuasive Propaganda,exaggeration,adjudicated_prompt2
