cluster_id,article_title,paragraph_index,representative_span,source_count,candidate_count,accept_score,threshold,accepted,final_category,final_subcategory,sources
dc mayor says trumps fourth of july celebration __p1__c1,DC mayor says Trump's Fourth of July celebration emptied security fund,1,Baby Trump,1,1,0.282051,0.5,False,Inflammatory Language,name-calling,gpt5mini_prompt5
dc mayor says trumps fourth of july celebration __p1__c2,DC mayor says Trump's Fourth of July celebration emptied security fund,1,Dump Trump,2,2,0.538462,0.5,True,Persuasive Propaganda,slogans,gemini_flash_prompt5|gpt5mini_prompt5
your 2019 sf pride survival guide how to navigat__p0__c1,your 2019 sf pride survival guide: how to navigate this year's celebration,0,"This year's theme is described as ""Generations of Resistance""",1,1,0.282051,0.5,False,Persuasive Propaganda,slogans,gpt5mini_prompt5
greenpeace activists scale 27000ton oil rig boun__p0__c1,"Greenpeace activists scale 27,000-ton oil rig bound for North Sea",0,Warm words flow from BP on their commitment to tackling climate change,2,2,0.564103,0.5,True,Persuasive Propaganda,doubt,adjudicated_prompt2|gpt5mini_prompt5
greenpeace activists scale 27000ton oil rig boun__p0__c2,"Greenpeace activists scale 27,000-ton oil rig bound for North Sea",0,Climate Emergency,2,2,0.564103,0.5,True,Persuasive Propaganda,slogans,adjudicated_prompt2|gpt5mini_prompt5
greenpeace activists scale 27000ton oil rig boun__p1__c1,"Greenpeace activists scale 27,000-ton oil rig bound for North Sea",1,fueling a climate emergency that threatens millions of lives,3,3,0.820513,0.5,True,Inflammatory Language,demonization,adjudicated_prompt2|gemini_flash_prompt5|gpt5mini_prompt5
greenpeace activists scale 27000ton oil rig boun__p1__c2,"Greenpeace activists scale 27,000-ton oil rig bound for North Sea",1,the actions of this group are irresponsible,1,1,0.282051,0.5,False,Inflammatory Language,name-calling,gpt5mini_prompt5
1st redo in 35 years for new orleans 60yearold s__p0__c1,1st redo in 35 years for New Orleans' 60-year-old Storyland,0,"Humpty Dumpty, who holds a flag urging, ""Build Your Imagination,""",1,1,0.282051,0.5,False,Persuasive Propaganda,slogans,gpt5mini_prompt5
summer school starts at huntington beachs edison__p2__c1,summer school starts at huntington beach's edison high after toxic dump prompted air tests,2,I don't believe for one second that the air quality is 'healthy',3,3,0.820513,0.5,True,Persuasive Propaganda,doubt,adjudicated_prompt2|gemini_flash_prompt5|gpt5mini_prompt5
82 migrants missing at sea day after deadly liby__p0__c1,82 migrants missing at sea day after deadly libya airstrike,0,brutal traffickers,2,2,0.564103,0.5,True,Inflammatory Language,name-calling,adjudicated_prompt2|gpt5mini_prompt5
82 migrants missing at sea day after deadly liby__p2__c1,82 migrants missing at sea day after deadly libya airstrike,2,this hell of Libya,2,2,0.564103,0.5,True,Persuasive Propaganda,exaggeration,adjudicated_prompt2|gpt5mini_prompt5
82 migrants missing at sea day after deadly liby__p3__c1,82 migrants missing at sea day after deadly libya airstrike,3,nowhere in Tripoli is safe,1,1,0.282051,0.5,False,Persuasive Propaganda,exaggeration,gpt5mini_prompt5
82 migrants missing at sea day after deadly liby__p4__c1,82 migrants missing at sea day after deadly libya airstrike,4,they will face the same inhumane conditions,1,1,0.282051,0.5,False,Inflammatory Language,demonization,gpt5mini_prompt5
because all of our neighbors matter respond now __p1__c1,"'Because all of our neighbors matter': Respond Now marks 50 years, helps for 14,000 families",1,disinvestment the abandonment by industry,1,1,0.282051,0.5,False,Persuasive Propaganda,casual oversimplification,gpt5mini_prompt5
because all of our neighbors matter respond now __p2__c1,"'Because all of our neighbors matter': Respond Now marks 50 years, helps for 14,000 families",2,all of our neighbors matter,1,1,0.282051,0.5,False,Persuasive Propaganda,slogans,gpt5mini_prompt5
border patrol searching for missing 2yearold gir__p1__c1,Border Patrol searching for missing 2-year-old girl in Rio Grande,1,blaming Democrats for the conditions,2,2,0.538462,0.5,True,Inflammatory Language,scapegoating,gemini_flash_prompt5|gpt5mini_prompt5
cop killer and twotime death row inmate dies in __p0__c1,Cop killer and two-time death row inmate dies in his cell at San Quentin,0,one of the bloodiest in Orange County history,1,1,0.282051,0.5,False,Persuasive Propaganda,exaggeration,gpt5mini_prompt5
protesters want all philadelphia police officers__p0__c1,Protesters Want All Philadelphia Police Officers Connected To Alleged Racist Social Media Posts To Be Removed From Streets,0,racist police who posted on Facebook,4,4,1.0,0.5,True,Inflammatory Language,name-calling,adjudicated_prompt2|claude_haiku_prompt5|gemini_flash_prompt5|gpt5mini_prompt5
protesters want all philadelphia police officers__p1__c1,Protesters Want All Philadelphia Police Officers Connected To Alleged Racist Social Media Posts To Be Removed From Streets,1,Get Them Off The Streets,2,2,0.538462,0.5,True,Persuasive Propaganda,slogans,gemini_flash_prompt5|gpt5mini_prompt5
protesters want all philadelphia police officers__p2__c1,Protesters Want All Philadelphia Police Officers Connected To Alleged Racist Social Media Posts To Be Removed From Streets,2,the crime wave they say it's already experiencing,3,3,0.820513,0.5,True,Persuasive Propaganda,exaggeration,adjudicated_prompt2|gemini_flash_prompt5|gpt5mini_prompt5
his community needed a new road so this farmer b__p2__c1,"His community needed a new road, so this farmer built one by himself",2,Even the whole country is happy,1,1,0.282051,0.5,False,Persuasive Propaganda,exaggeration,gpt5mini_prompt5
gavin newsom agrees to sign california bill rest__p1__c1,Gavin Newsom agrees to sign California bill restricting vaccine exemptions,1,abuse of medical exemptions that endanger our children,2,2,0.564103,0.5,True,Persuasive Propaganda,exaggeration,adjudicated_prompt2|gpt5mini_prompt5
gavin newsom agrees to sign california bill rest__p2__c1,Gavin Newsom agrees to sign California bill restricting vaccine exemptions,2,"the oversight would compel doctors to ""quit their job.""",1,1,0.282051,0.5,False,Persuasive Propaganda,exaggeration,gpt5mini_prompt5
gavin newsom agrees to sign california bill rest__p2__c2,Gavin Newsom agrees to sign California bill restricting vaccine exemptions,2,children going to school under fraudulent exemptions,1,1,0.282051,0.5,False,Inflammatory Language,name-calling,gpt5mini_prompt5
lawyer flynn will keep cooperating after coconsp__p2__c1,Lawyer: Flynn will keep cooperating after co-conspirator revelations,2,We have done everything humanly possible to do so,1,1,0.282051,0.5,False,Persuasive Propaganda,exaggeration,gpt5mini_prompt5
lawyer flynn will keep cooperating after coconsp__p3__c1,Lawyer: Flynn will keep cooperating after co-conspirator revelations,3,another little truth bomb,3,3,0.820513,0.5,True,Persuasive Propaganda,exaggeration,adjudicated_prompt2|gemini_flash_prompt5|gpt5mini_prompt5
the baby cut from the womb of pregnant chicago t__p2__c1,the baby cut from the womb of pregnant chicago teen has died,2,Sanctuary city for the unborn,1,1,0.282051,0.5,False,Persuasive Propaganda,slogans,gpt5mini_prompt5
dogs in phoenix looking for their furever homes__p0__c1,dogs in phoenix looking for their fur-ever homes,0,never met a belly rub that she didn't love,1,1,0.282051,0.5,False,Persuasive Propaganda,exaggeration,gpt5mini_prompt5
dogs in phoenix looking for their furever homes__p1__c1,dogs in phoenix looking for their fur-ever homes,1,He really will never leave your side,1,1,0.282051,0.5,False,Persuasive Propaganda,exaggeration,gpt5mini_prompt5
team usa star ali krieger rips trump i refuse to__p0__c1,Team USA star Ali Krieger rips Trump: 'I refuse to respect a man that warrants no respect',0,a man that warrants no respect,3,3,0.74359,0.5,True,Inflammatory Language,name-calling,adjudicated_prompt2|claude_haiku_prompt5|gpt5mini_prompt5
team usa star ali krieger rips trump i refuse to__p0__c2,Team USA star Ali Krieger rips Trump: 'I refuse to respect a man that warrants no respect',0,"an abuser, a bully",3,3,0.820513,0.5,True,Inflammatory Language,name-calling,adjudicated_prompt2|gemini_flash_prompt5|gpt5mini_prompt5
team usa star ali krieger rips trump i refuse to__p1__c1,Team USA star Ali Krieger rips Trump: 'I refuse to respect a man that warrants no respect',1,"their fight against LGBTQ+ citizens, immigrants & our most vulnerable",1,1,0.282051,0.5,False,Inflammatory Language,demonization,gpt5mini_prompt5
us soccer star carli lloyd was told she wasnt go__p1__c1,US Soccer star Carli Lloyd was told she wasn't good enough at 21 and was going to quit the sport,1,"""were very, very bad,"" Lloyd admits.",1,1,0.282051,0.5,False,Persuasive Propaganda,exaggeration,gpt5mini_prompt5
us open 2019 how to watch tiger woods golf at pe__p0__c1,US Open 2019: How to watch Tiger Woods golf at Pebble Beach live without cable,0,won earlier this year at The Masters in incredible fashion,1,1,0.282051,0.5,False,Persuasive Propaganda,exaggeration,gpt5mini_prompt5
us open 2019 how to watch tiger woods golf at pe__p0__c2,US Open 2019: How to watch Tiger Woods golf at Pebble Beach live without cable,0,the toughest test in golf,1,1,0.282051,0.5,False,Persuasive Propaganda,exaggeration,gpt5mini_prompt5
kentucky students lose appeal in chickenpox vacc__p1__c1,Kentucky students lose appeal in chickenpox vaccination case,1,targeted our clients for their religious beliefs,1,1,0.282051,0.5,False,Persuasive Propaganda,doubt,gpt5mini_prompt5
how visions of the moon inspired centuries of st__p2__c1,How visions of the Moon inspired centuries of storytellers,2,giant mushrooms and excitable natives,1,1,0.282051,0.5,False,Inflammatory Language,name-calling,gpt5mini_prompt5
how visions of the moon inspired centuries of st__p3__c1,How visions of the Moon inspired centuries of storytellers,3,achingly kitsch 1970s science fiction television series,1,1,0.282051,0.5,False,Inflammatory Language,name-calling,gpt5mini_prompt5
ball in europes court on nuclear deals future ir__p0__c1,Ball in Europe's court on nuclear deal's future: Iranian state TV,0,under the influence of (U.S. President Donald) Trump,3,3,0.820513,0.5,True,Persuasive Propaganda,doubt,adjudicated_prompt2|gemini_flash_prompt5|gpt5mini_prompt5
ball in europes court on nuclear deals future ir__p2__c1,Ball in Europe's court on nuclear deal's future: Iranian state TV,2,Western world supported & armed Saddam,2,2,0.564103,0.5,True,Inflammatory Language,scapegoating,adjudicated_prompt2|gpt5mini_prompt5
correction tax incentives story__p1__c1,correction: tax incentives story,1,special interests helped write the legislation,1,1,0.282051,0.5,False,Inflammatory Language,name-calling,gpt5mini_prompt5
correction tax incentives story__p2__c1,correction: tax incentives story,2,"special interests, particularly those linked to Norcross",1,1,0.282051,0.5,False,Inflammatory Language,name-calling,gpt5mini_prompt5
correction tax incentives story__p2__c2,correction: tax incentives story,2,political witch hunt,3,3,0.820513,0.5,True,Inflammatory Language,name-calling,adjudicated_prompt2|gemini_flash_prompt5|gpt5mini_prompt5
senate confirms judge who attacked roe v wade ca__p0__c1,"senate confirms judge who attacked roe v. wade, called being transgender 'a delusion'",0,extreme views on both fronts,3,3,0.74359,0.5,True,Inflammatory Language,name-calling,adjudicated_prompt2|claude_haiku_prompt5|gpt5mini_prompt5
senate confirms judge who attacked roe v wade ca__p1__c1,"senate confirms judge who attacked roe v. wade, called being transgender 'a delusion'",1,"called being transgender ""a delusion.""",1,1,0.282051,0.5,False,Inflammatory Language,name-calling,gpt5mini_prompt5
senate confirms judge who attacked roe v wade ca__p1__c2,"senate confirms judge who attacked roe v. wade, called being transgender 'a delusion'",1,autonomous blob of Silly Putty,2,2,0.564103,0.5,True,Inflammatory Language,name-calling,adjudicated_prompt2|gpt5mini_prompt5
senate confirms judge who attacked roe v wade ca__p2__c1,"senate confirms judge who attacked roe v. wade, called being transgender 'a delusion'",2,drape black robes over these bigoted views,3,3,0.820513,0.5,True,Inflammatory Language,name-calling,adjudicated_prompt2|gemini_flash_prompt5|gpt5mini_prompt5
senate confirms judge who attacked roe v wade ca__p2__c2,"senate confirms judge who attacked roe v. wade, called being transgender 'a delusion'",2,one of Trump's most extreme nominees,2,2,0.564103,0.5,True,Persuasive Propaganda,exaggeration,adjudicated_prompt2|gpt5mini_prompt5
see how this youtube star turned her tesla model__p2__c2,See how this YouTube star turned her Tesla Model 3 into a pickup truck,2,will be a better truck,1,1,0.282051,0.5,False,Persuasive Propaganda,exaggeration,gpt5mini_prompt5
california bill limiting vaccine exemptions wate__p0__c1,California bill limiting vaccine exemptions watered down after Gavin Newsom objects,0,a bureaucrat making a decision that is very personal,1,1,0.282051,0.5,False,Persuasive Propaganda,doubt,gpt5mini_prompt5
california bill limiting vaccine exemptions wate__p1__c1,California bill limiting vaccine exemptions watered down after Gavin Newsom objects,1,abuse of medical exemptions that endanger our children,1,1,0.282051,0.5,False,Inflammatory Language,demonization,gpt5mini_prompt5
remington storefront challenge brings a fresh lo__p0__c1,remington storefront challenge brings a fresh look to a neglected corner,0,a highly visible but aesthetically challenged corner,1,1,0.282051,0.5,False,Inflammatory Language,name-calling,gpt5mini_prompt5
google maps can now warn you about how crowded b__p0__c1,Google Maps can now warn you about how crowded buses and trains are,0,"Apple says it doesn't track you, but apps on iPhone sure do",1,1,0.282051,0.5,False,Persuasive Propaganda,doubt,gpt5mini_prompt5
google maps can now warn you about how crowded b__p0__c2,Google Maps can now warn you about how crowded buses and trains are,0,the search engine behemoth,1,1,0.282051,0.5,False,Inflammatory Language,name-calling,gpt5mini_prompt5
ny lawmakers eye decriminalization after legal p__p1__c1,NY lawmakers eye decriminalization after legal pot stalls,1,would increase traffic crashes and drug use by minors,1,1,0.282051,0.5,False,Persuasive Propaganda,casual oversimplification,gpt5mini_prompt5
ny lawmakers eye decriminalization after legal p__p1__c2,NY lawmakers eye decriminalization after legal pot stalls,1,This is one step on the path. We will get there.,1,1,0.282051,0.5,False,Persuasive Propaganda,slogans,gpt5mini_prompt5
ny lawmakers eye decriminalization after legal p__p2__c1,NY lawmakers eye decriminalization after legal pot stalls,2,"it's a major, major accomplishment.",1,1,0.282051,0.5,False,Persuasive Propaganda,exaggeration,gpt5mini_prompt5
judge wont delay sentencing for brendt christens__p1__c1,judge won't delay sentencing for brendt christensen in murder of chinese scholar yingying zhang,1,he had lied so many times in the past,1,1,0.282051,0.5,False,Persuasive Propaganda,doubt,gpt5mini_prompt5
swannanoas exbeacon mill site sold to symmetry f__p2__c1,swannanoa's ex-beacon mill site sold to symmetry financial group,2,the highlight of Buncombe County,1,1,0.282051,0.5,False,Persuasive Propaganda,exaggeration,gpt5mini_prompt5
paul manafort confessed to mortgage fraud charge__p1__c1,"Paul Manafort confessed to mortgage fraud charges, Manhattan prosecutors say",1,disgraced former Trump campaign chairman,3,3,0.820513,0.5,True,Inflammatory Language,name-calling,adjudicated_prompt2|gemini_flash_prompt5|gpt5mini_prompt5
paul manafort confessed to mortgage fraud charge__p1__c2,"Paul Manafort confessed to mortgage fraud charges, Manhattan prosecutors say",1,"yelled ""traitor"" at him",2,2,0.564103,0.5,True,Inflammatory Language,name-calling,adjudicated_prompt2|gpt5mini_prompt5
paul manafort confessed to mortgage fraud charge__p2__c1,"Paul Manafort confessed to mortgage fraud charges, Manhattan prosecutors say",2,"partisan ""witch hunt"" and a ""hoax""",3,3,0.820513,0.5,True,Persuasive Propaganda,doubt,adjudicated_prompt2|gemini_flash_prompt5|gpt5mini_prompt5
echo dot google home mini and more best smart sp__p0__c1,"Echo Dot, Google Home Mini and more: Best smart speakers of 2019",0,give in to the growing hype of this burgeoning category,1,1,0.282051,0.5,False,Persuasive Propaganda,bandwagon,gpt5mini_prompt5
mother arrested after allegedly leaving baby in __p1__c1,"Mother arrested after allegedly leaving baby in hot, locked car to enter store",1,The hell were you thinking?,1,1,0.282051,0.5,False,Inflammatory Language,name-calling,gpt5mini_prompt5
ron desantis signs amendment 4 bill limiting fel__p0__c1,"ron desantis signs amendment 4 bill, limiting felon voting",0,"called a ""poll tax"" by critics",2,2,0.564103,0.5,True,Inflammatory Language,name-calling,adjudicated_prompt2|gpt5mini_prompt5
ron desantis signs amendment 4 bill limiting fel__p1__c1,"ron desantis signs amendment 4 bill, limiting felon voting",1,one of the most racist and enduring policies of Florida's Jim Crow era,4,4,1.0,0.5,True,Persuasive Propaganda,exaggeration,adjudicated_prompt2|claude_haiku_prompt5|gemini_flash_prompt5|gpt5mini_prompt5
ron desantis signs amendment 4 bill limiting fel__p3__c1,"ron desantis signs amendment 4 bill, limiting felon voting",3,the Republicans' approach is confusing and expensive,2,2,0.564103,0.5,True,Persuasive Propaganda,exaggeration,adjudicated_prompt2|gpt5mini_prompt5
us gag rule linked to 40 jump in abortions in pa__p0__c1,U.S. 'gag rule' linked to 40% jump in abortions in parts of Africa,0,global gag rule,1,1,0.282051,0.5,False,Inflammatory Language,name-calling,gpt5mini_prompt5
us court urged to throw out pharma bro martin sh__p0__c1,U.S. court urged to throw out 'Pharma Bro' Martin Shkreli's conviction,0,Pharma Bro,2,2,0.461538,0.5,False,Inflammatory Language,name-calling,claude_haiku_prompt5|gpt5mini_prompt5
judge stops government lawyers quitting census q__p1__c1,Judge stops government lawyers quitting census question case,1,"called the Justice Department's request ""patently deficient,""",1,2,0.282051,0.5,False,Persuasive Propaganda,doubt,gpt5mini_prompt5
judge stops government lawyers quitting census q__p2__c1,Judge stops government lawyers quitting census question case,2,seems to have been contrived,1,1,0.282051,0.5,False,Persuasive Propaganda,doubt,gpt5mini_prompt5
a florida city was forced to use pen and paper a__p0__c1,"A Florida city was forced to use pen and paper and pay a $500,000 ransom after hackers took control of its computers",0,US cities are poorly prepared against cyberattacks,2,2,0.461538,0.5,False,Persuasive Propaganda,doubt,claude_haiku_prompt5|gpt5mini_prompt5
a florida city was forced to use pen and paper a__p1__c1,"A Florida city was forced to use pen and paper and pay a $500,000 ransom after hackers took control of its computers",1,unprepared US cities are in dealing with cyberattacks,1,1,0.282051,0.5,False,Persuasive Propaganda,doubt,gpt5mini_prompt5
san bruno police step up crackdown on illegal fi__p0__c1,San Bruno Police Step Up Crackdown on Illegal Fireworks,0,"this is a huge nuisance, a problem for pets",1,1,0.282051,0.5,False,Persuasive Propaganda,exaggeration,gpt5mini_prompt5
san bruno police step up crackdown on illegal fi__p0__c2,San Bruno Police Step Up Crackdown on Illegal Fireworks,0,zero tolerance,2,2,0.461538,0.5,False,Persuasive Propaganda,slogans,claude_haiku_prompt5|gpt5mini_prompt5
new video shows jussie smollett with rope around__p1__c1,New video shows Jussie Smollett with rope around his neck moments after alleged attack,1,"took ""advantage of the pain and anger of racism to promote his career.""",3,3,0.717949,0.5,True,Inflammatory Language,demonization,claude_haiku_prompt5|gemini_flash_prompt5|gpt5mini_prompt5
25 dallas police officers under investigation fo__p1__c1,"25 Dallas Police Officers Under Investigation for Allegedly Posting Racist, Threatening Content on Facebook",1,violence does solve problems,1,1,0.282051,0.5,False,Persuasive Propaganda,casual oversimplification,gpt5mini_prompt5
25 dallas police officers under investigation fo__p2__c1,"25 Dallas Police Officers Under Investigation for Allegedly Posting Racist, Threatening Content on Facebook",2,"advocated for police violence and, in some cases, committing murder",1,1,0.282051,0.5,False,Inflammatory Language,demonization,gpt5mini_prompt5
25 dallas police officers under investigation fo__p2__c2,"25 Dallas Police Officers Under Investigation for Allegedly Posting Racist, Threatening Content on Facebook",2,"sapling labeled ""Islam,"" which was tied to a noose",1,1,0.282051,0.5,False,Inflammatory Language,demonization,gpt5mini_prompt5
25 dallas police officers under investigation fo__p2__c3,"25 Dallas Police Officers Under Investigation for Allegedly Posting Racist, Threatening Content on Facebook",2,WATCH: Car vs. Protesters. Car always wins,1,1,0.282051,0.5,False,Inflammatory Language,demonization,gpt5mini_prompt5
judge temporarily throws out wayne state lawsuit__p0__c1,judge temporarily throws out wayne state lawsuit,0,sore losers,4,4,1.0,0.5,True,Inflammatory Language,name-calling,adjudicated_prompt2|claude_haiku_prompt5|gemini_flash_prompt5|gpt5mini_prompt5
judge temporarily throws out wayne state lawsuit__p1__c1,judge temporarily throws out wayne state lawsuit,1,engaged in more bullying,3,3,0.820513,0.5,True,Inflammatory Language,name-calling,adjudicated_prompt2|gemini_flash_prompt5|gpt5mini_prompt5
sacramento countys safety net is failing medical__p0__c1,"Sacramento County's safety net is failing Medi-Cal and uninsured patients, report says",0,historically lagged,2,2,0.461538,0.5,False,Persuasive Propaganda,exaggeration,claude_haiku_prompt5|gpt5mini_prompt5
sacramento countys safety net is failing medical__p0__c2,"Sacramento County's safety net is failing Medi-Cal and uninsured patients, report says",0,struggles or fails to provide basic safety net services,1,1,0.282051,0.5,False,Persuasive Propaganda,exaggeration,gpt5mini_prompt5
sacramento countys safety net is failing medical__p2__c1,"Sacramento County's safety net is failing Medi-Cal and uninsured patients, report says",2,your access may be threadbare or nonexistent,1,1,0.282051,0.5,False,Persuasive Propaganda,exaggeration,gpt5mini_prompt5
sacramento countys safety net is failing medical__p3__c1,"Sacramento County's safety net is failing Medi-Cal and uninsured patients, report says",3,"""carving up"" existing medical resources like hospitals",1,1,0.282051,0.5,False,Persuasive Propaganda,casual oversimplification,gpt5mini_prompt5
sacramento countys safety net is failing medical__p3__c2,"Sacramento County's safety net is failing Medi-Cal and uninsured patients, report says",3,there is less accountability,1,1,0.282051,0.5,False,Persuasive Propaganda,doubt,gpt5mini_prompt5
paw patrol race to the rescue live in louisville__p1__c1,"Paw Patrol Race to the Rescue live in Louisville: tickets, dates",1,"no job is too big, no pup is too small",1,1,0.282051,0.5,False,Persuasive Propaganda,slogans,gpt5mini_prompt5
paw patrol race to the rescue live in louisville__p3__c1,"Paw Patrol Race to the Rescue live in Louisville: tickets, dates",3,ultimate VIP experience with the Pawsome VIP Package,1,1,0.282051,0.5,False,Persuasive Propaganda,exaggeration,gpt5mini_prompt5
george conway urges trump to resign over aborted__p0__c1,george conway urges trump to resign over aborted iran strike,0,"Go back to real estate, where the worst you can do is kill banks.",1,1,0.282051,0.5,False,Inflammatory Language,name-calling,gpt5mini_prompt5
george conway urges trump to resign over aborted__p0__c2,george conway urges trump to resign over aborted iran strike,0,you're even more of an idiot,4,4,1.0,0.5,True,Inflammatory Language,name-calling,adjudicated_prompt2|claude_haiku_prompt5|gemini_flash_prompt5|gpt5mini_prompt5
george conway urges trump to resign over aborted__p0__c3,george conway urges trump to resign over aborted iran strike,0,To say this is amateur hour would defame amateurs,3,3,0.820513,0.5,True,Inflammatory Language,name-calling,adjudicated_prompt2|gemini_flash_prompt5|gpt5mini_prompt5
george conway urges trump to resign over aborted__p3__c1,george conway urges trump to resign over aborted iran strike,3,"erratic, unstable, incompetent, ignorant, intellectually lazy, narcissistic, and sociopathic man",3,3,0.820513,0.5,True,Inflammatory Language,name-calling,adjudicated_prompt2|gemini_flash_prompt5|gpt5mini_prompt5
george conway urges trump to resign over aborted__p3__c2,george conway urges trump to resign over aborted iran strike,3,"whose judgment no serious, intelligent person trusts",2,2,0.538462,0.5,True,Persuasive Propaganda,doubt,gemini_flash_prompt5|gpt5mini_prompt5
260 guests are taken ill with food poisoning at __p0__c1,"260 guests are taken ill with 'food poisoning' at 90th birthday party for Imelda Marcos after 2,500 people gathered to honour widow of former Philippines dictator",0,notorious ex-first lady,4,4,1.0,0.5,True,Inflammatory Language,name-calling,adjudicated_prompt2|claude_haiku_prompt5|gemini_flash_prompt5|gpt5mini_prompt5
260 guests are taken ill with food poisoning at __p1__c1,"260 guests are taken ill with 'food poisoning' at 90th birthday party for Imelda Marcos after 2,500 people gathered to honour widow of former Philippines dictator",1,along with his cronies,3,3,0.820513,0.5,True,Inflammatory Language,name-calling,adjudicated_prompt2|gemini_flash_prompt5|gpt5mini_prompt5
260 guests are taken ill with food poisoning at __p1__c2,"260 guests are taken ill with 'food poisoning' at 90th birthday party for Imelda Marcos after 2,500 people gathered to honour widow of former Philippines dictator",1,her husband's brutal dictatorship,3,3,0.820513,0.5,True,Inflammatory Language,demonization,adjudicated_prompt2|gemini_flash_prompt5|gpt5mini_prompt5
usc to pay 50 million and apologize to uc san di__p1__c1,usc to pay $50 million and apologize to uc san diego for poaching its alzheimer's research program,1,USC undermined our ability to do research.,1,1,0.282051,0.5,False,Persuasive Propaganda,doubt,gpt5mini_prompt5
usc to pay 50 million and apologize to uc san di__p2__c1,usc to pay $50 million and apologize to uc san diego for poaching its alzheimer's research program,2,sabotaged our program,3,3,0.820513,0.5,True,Inflammatory Language,demonization,adjudicated_prompt2|gemini_flash_prompt5|gpt5mini_prompt5
more than 20 reportedly killed in papua new guin__p0__c1,More than 20 reportedly killed in Papua New Guinea violence,0,massacre of innocent women and kids,2,2,0.461538,0.5,False,Inflammatory Language,demonization,claude_haiku_prompt5|gpt5mini_prompt5
supreme court faults trump bid to add census cit__p1__c1,supreme court faults trump bid to add census citizenship question,1,manufacture a deliberate undercount of areas with high immigrant and Latino populations,2,2,0.538462,0.5,True,Inflammatory Language,scapegoating,gemini_flash_prompt5|gpt5mini_prompt5
supreme court faults trump bid to add census cit__p1__c2,supreme court faults trump bid to add census citizenship question,1,pretext for a political motive,2,2,0.564103,0.5,True,Persuasive Propaganda,doubt,adjudicated_prompt2|gpt5mini_prompt5
supreme court faults trump bid to add census cit__p2__c1,supreme court faults trump bid to add census citizenship question,2,intended to discriminate against racial minorities,2,2,0.538462,0.5,True,Inflammatory Language,demonization,gemini_flash_prompt5|gpt5mini_prompt5
supreme court faults trump bid to add census cit__p2__c2,supreme court faults trump bid to add census citizenship question,2,concealed his true motives,2,2,0.538462,0.5,True,Persuasive Propaganda,doubt,gemini_flash_prompt5|gpt5mini_prompt5
supreme court faults trump bid to add census cit__p3__c1,supreme court faults trump bid to add census citizenship question,3,conspiracy theory,2,2,0.538462,0.5,True,Inflammatory Language,name-calling,gemini_flash_prompt5|gpt5mini_prompt5
trump vows to cure cancer and eradicate aids__p0__c1,trump vows to cure cancer and eradicate aids,0,"We will come up with the cures to many, many diseases",1,1,0.282051,0.5,False,Persuasive Propaganda,exaggeration,gpt5mini_prompt5
trump vows to cure cancer and eradicate aids__p1__c1,trump vows to cure cancer and eradicate aids,1,the single most important thing that changes America,1,1,0.282051,0.5,False,Persuasive Propaganda,exaggeration,gpt5mini_prompt5
trump vows to cure cancer and eradicate aids__p2__c1,trump vows to cure cancer and eradicate aids,2,We will eradicate AIDS in America once and for all,2,2,0.564103,0.5,True,Persuasive Propaganda,exaggeration,adjudicated_prompt2|gpt5mini_prompt5
texas executes white supremacist convicted in gr__p0__c1,Texas executes white supremacist convicted in gruesome 1998 hate crime,0,one of the most gruesome hate crimes in modern U.S. history,2,2,0.461538,0.5,False,Persuasive Propaganda,exaggeration,claude_haiku_prompt5|gpt5mini_prompt5
texas executes white supremacist convicted in gr__p0__c2,Texas executes white supremacist convicted in gruesome 1998 hate crime,0,a white supremacist who orchestrated the attack,1,1,0.282051,0.5,False,Inflammatory Language,name-calling,gpt5mini_prompt5
texas executes white supremacist convicted in gr__p1__c1,Texas executes white supremacist convicted in gruesome 1998 hate crime,1,Hate crimes especially this type of savagery will not be tolerated in our society,1,1,0.282051,0.5,False,Persuasive Propaganda,slogans,gpt5mini_prompt5
climate crisis alaska is melting and its likely __p2__c1,climate crisis: alaska is melting and it's likely to accelerate global heating,2,breakneck speed of Alaska's rising heat,2,2,0.564103,0.5,True,Persuasive Propaganda,exaggeration,adjudicated_prompt2|gpt5mini_prompt5
climate crisis alaska is melting and its likely __p3__c1,climate crisis: alaska is melting and it's likely to accelerate global heating,3,it's getting worse and worse,1,1,0.282051,0.5,False,Persuasive Propaganda,exaggeration,gpt5mini_prompt5
climate crisis alaska is melting and its likely __p4__c1,climate crisis: alaska is melting and it's likely to accelerate global heating,4,the number one urgent conversation happening right now,2,2,0.564103,0.5,True,Persuasive Propaganda,exaggeration,adjudicated_prompt2|gpt5mini_prompt5
trump urges appeals court to block subpoena for __p1__c1,Trump urges appeals court to block subpoena for his accounting records,1,"""limitless"" view of the congressional power to investigate",1,1,0.282051,0.5,False,Persuasive Propaganda,exaggeration,gpt5mini_prompt5
a young girl was afraid of ivs so she invented a__p2__c1,A young girl was afraid of IVs. So she invented a teddy bear to disguise them,2,a really awesome product that can help hundreds of kids.,1,1,0.282051,0.5,False,Persuasive Propaganda,exaggeration,gpt5mini_prompt5
trump rips horrible new york times washington po__p0__c1,"trump rips 'horrible' new york times, washington post, wonders if people will 'demand' he stay in white house",0,America has been made GREAT again,2,2,0.538462,0.5,True,Persuasive Propaganda,slogans,gemini_flash_prompt5|gpt5mini_prompt5
