article_id,article_title,paragraph_index,original_polarizing_count,reconstructed_polarizing_count,changed,signature,retained_rows,original_labels,reconstructed_labels
18,trump vows to cure cancer and eradicate aids,2,1,2,True,"{""has_npl_2_1"": false, ""has_npl_3_0"": false, ""has_polarizing_2_1"": true, ""has_polarizing_3_0"": false}","[{""meta"": ""Prerana"", ""subcategory"": ""casual oversimplification"", ""vote_pattern"": ""2-1"", ""text"": ""e will eradicate AIDS in America once and for all and we are really close,""}]","{""Aarush"": ""no polarizing language"", ""Ashrey"": ""no polarizing language"", ""Prerana"": ""polarizing language""}","{""Aarush"": ""polarizing language"", ""Ashrey"": ""no polarizing language"", ""Prerana"": ""polarizing language""}"
19,donald trump's criminal justice reform shows results,0,3,2,True,"{""has_npl_2_1"": false, ""has_npl_3_0"": false, ""has_polarizing_2_1"": true, ""has_polarizing_3_0"": false}","[{""meta"": ""Prerana"", ""subcategory"": ""casual oversimplification"", ""vote_pattern"": ""2-1"", ""text"": ""will become a productive member of society.""}, {""meta"": ""Prerana"", ""subcategory"": ""exaggeration"", ""vote_pattern"": ""2-1"", ""text"": ""ehind bars does nothing to rehabilitate.""}]","{""Aarush"": ""polarizing language"", ""Ashrey"": ""polarizing language"", ""Prerana"": ""polarizing language""}","{""Aarush"": ""no polarizing language"", ""Ashrey"": ""polarizing language"", ""Prerana"": ""polarizing language""}"
19,donald trump's criminal justice reform shows results,1,1,2,True,"{""has_npl_2_1"": false, ""has_npl_3_0"": true, ""has_polarizing_2_1"": true, ""has_polarizing_3_0"": false}","[{""meta"": ""Prerana"", ""subcategory"": ""exaggeration"", ""vote_pattern"": ""2-1"", ""text"": ""me.\"" He didn't know how to be free. He died in priso""}, {""meta"": ""Ashrey"", ""subcategory"": ""no polarizing language"", ""vote_pattern"": ""3-0"", ""text"": ""no polarizing language selected""}]","{""Aarush"": ""no polarizing language"", ""Ashrey"": ""no polarizing language"", ""Prerana"": ""polarizing language""}","{""Aarush"": ""polarizing language"", ""Ashrey"": ""no polarizing language"", ""Prerana"": ""polarizing language""}"
19,donald trump's criminal justice reform shows results,3,1,2,True,"{""has_npl_2_1"": false, ""has_npl_3_0"": true, ""has_polarizing_2_1"": true, ""has_polarizing_3_0"": false}","[{""meta"": ""Prerana"", ""subcategory"": ""exaggeration"", ""vote_pattern"": ""2-1"", ""text"": ""That's a lot of medical expenses.""}, {""meta"": ""Prerana"", ""subcategory"": ""name-calling"", ""vote_pattern"": ""2-1"", ""text"": ""en about the extreme and morally damaging sentencing practices of the modern era.""}, {""meta"": ""Ashrey"", ""subcategory"": ""no polarizing language"", ""vote_pattern"": ""3-0"", ""text"": ""no polarizing language selected""}]","{""Aarush"": ""no polarizing language"", ""Ashrey"": ""no polarizing language"", ""Prerana"": ""polarizing language""}","{""Aarush"": ""polarizing language"", ""Ashrey"": ""no polarizing language"", ""Prerana"": ""polarizing language""}"
21,Trump hits polling on Fox News: 'Something weird going on at Fox',0,3,3,False,"{""has_npl_2_1"": false, ""has_npl_3_0"": false, ""has_polarizing_2_1"": true, ""has_polarizing_3_0"": true}","[{""meta"": ""Ashrey"", ""subcategory"": ""doubt"", ""vote_pattern"": ""3-0"", ""text"": ""For the record, I didn't spend 30 hours with @abcnews , but rather a tiny fraction of that. More Fake News @BretBaier""}, {""meta"": ""Prerana"", ""subcategory"": ""doubt"", ""vote_pattern"": ""2-1"", ""text"": ""\""something weird\"" is happening at the network favored by conservatives""}, {""meta"": ""Ashrey"", ""subcategory"": ""exaggeration"", ""vote_pattern"": ""2-1"", ""text"": ""saying \""something weird\"" is happening at the network favored by conservatives""}]","{""Aarush"": ""polarizing language"", ""Ashrey"": ""polarizing language"", ""Prerana"": ""polarizing language""}","{""Aarush"": ""polarizing language"", ""Ashrey"": ""polarizing language"", ""Prerana"": ""polarizing language""}"
22,"'if you're directly complicit in spreading hate, consider dining at home': restaurant owner who kicked sarah sanders out last year defends chicago server who spat on eric trump in a cocktail bar",0,2,2,False,"{""has_npl_2_1"": false, ""has_npl_3_0"": false, ""has_polarizing_2_1"": true, ""has_polarizing_3_0"": false}","[{""meta"": ""Ashrey"", ""subcategory"": ""demonization"", ""vote_pattern"": ""2-1"", ""text"": ""who spat in Eric Trump's face last week, saying politicians involved in 'spreading hate' should consider dining at home""}]","{""Aarush"": ""no polarizing language"", ""Ashrey"": ""polarizing language"", ""Prerana"": ""polarizing language""}","{""Aarush"": ""no polarizing language"", ""Ashrey"": ""polarizing language"", ""Prerana"": ""polarizing language""}"
22,"'if you're directly complicit in spreading hate, consider dining at home': restaurant owner who kicked sarah sanders out last year defends chicago server who spat on eric trump in a cocktail bar",1,2,2,False,"{""has_npl_2_1"": false, ""has_npl_3_0"": false, ""has_polarizing_2_1"": true, ""has_polarizing_3_0"": false}","[{""meta"": ""Prerana"", ""subcategory"": ""name-calling"", ""vote_pattern"": ""2-1"", ""text"": ""If you're an unsavory individual - of whatever persuasion or affiliation - we have no legal or moral obligation to do business with you,""}]","{""Aarush"": ""no polarizing language"", ""Ashrey"": ""polarizing language"", ""Prerana"": ""polarizing language""}","{""Aarush"": ""no polarizing language"", ""Ashrey"": ""polarizing language"", ""Prerana"": ""polarizing language""}"
22,"'if you're directly complicit in spreading hate, consider dining at home': restaurant owner who kicked sarah sanders out last year defends chicago server who spat on eric trump in a cocktail bar",2,3,2,True,"{""has_npl_2_1"": false, ""has_npl_3_0"": false, ""has_polarizing_2_1"": true, ""has_polarizing_3_0"": false}","[{""meta"": ""Prerana"", ""subcategory"": ""exaggeration"", ""vote_pattern"": ""2-1"", ""text"": ""its normal axis' there will be less 'highly charged encounters' making headlines.""}]","{""Aarush"": ""polarizing language"", ""Ashrey"": ""polarizing language"", ""Prerana"": ""polarizing language""}","{""Aarush"": ""no polarizing language"", ""Ashrey"": ""polarizing language"", ""Prerana"": ""polarizing language""}"
23,"Donald Trump Jr. mocks Roy Moore after campaign announcement, reigniting feud",0,2,2,False,"{""has_npl_2_1"": false, ""has_npl_3_0"": false, ""has_polarizing_2_1"": true, ""has_polarizing_3_0"": false}","[{""meta"": ""Prerana"", ""subcategory"": ""bandwagon"", ""vote_pattern"": ""2-1"", ""text"": ""\""Yes, I can win. Not only can I, they know I can.""}]","{""Aarush"": ""no polarizing language"", ""Ashrey"": ""polarizing language"", ""Prerana"": ""polarizing language""}","{""Aarush"": ""no polarizing language"", ""Ashrey"": ""polarizing language"", ""Prerana"": ""polarizing language""}"
23,"Donald Trump Jr. mocks Roy Moore after campaign announcement, reigniting feud",1,3,2,True,"{""has_npl_2_1"": false, ""has_npl_3_0"": false, ""has_polarizing_2_1"": true, ""has_polarizing_3_0"": false}","[{""meta"": ""Ashrey"", ""subcategory"": ""demonization"", ""vote_pattern"": ""2-1"", ""text"": ""If you actually care about #MAGA more than your own ego, it's time to ride off into the sunset, Judge.""}, {""meta"": ""Aarush"", ""subcategory"": ""exaggeration"", ""vote_pattern"": ""2-1"", ""text"": ""he's doing a disservice to all conservatives""}, {""meta"": ""Prerana"", ""subcategory"": ""scapegoating"", ""vote_pattern"": ""2-1"", ""text"": ""he's doing a disservice to all conservatives across the country in the process""}]","{""Aarush"": ""polarizing language"", ""Ashrey"": ""polarizing language"", ""Prerana"": ""polarizing language""}","{""Aarush"": ""no polarizing language"", ""Ashrey"": ""polarizing language"", ""Prerana"": ""polarizing language""}"
24,"RMV Fail: 546 license suspensions, more to come",0,2,2,False,"{""has_npl_2_1"": false, ""has_npl_3_0"": false, ""has_polarizing_2_1"": true, ""has_polarizing_3_0"": false}","[{""meta"": ""Ashrey"", ""subcategory"": ""exaggeration"", ""vote_pattern"": ""2-1"", ""text"": ""In a stunning press conference detailing the scope of the crisis Monday,""}]","{""Aarush"": ""no polarizing language"", ""Ashrey"": ""polarizing language"", ""Prerana"": ""polarizing language""}","{""Aarush"": ""no polarizing language"", ""Ashrey"": ""polarizing language"", ""Prerana"": ""polarizing language""}"
24,"RMV Fail: 546 license suspensions, more to come",1,1,1,False,"{""has_npl_2_1"": true, ""has_npl_3_0"": false, ""has_polarizing_2_1"": false, ""has_polarizing_3_0"": false}","[{""meta"": ""Ashrey"", ""subcategory"": ""no polarizing language"", ""vote_pattern"": ""2-1"", ""text"": ""no polarizing language selected""}]","{""Aarush"": ""no polarizing language"", ""Ashrey"": ""no polarizing language"", ""Prerana"": ""polarizing language""}","{""Aarush"": ""no polarizing language"", ""Ashrey"": ""no polarizing language"", ""Prerana"": ""polarizing language""}"
24,"RMV Fail: 546 license suspensions, more to come",2,1,2,True,"{""has_npl_2_1"": true, ""has_npl_3_0"": false, ""has_polarizing_2_1"": true, ""has_polarizing_3_0"": false}","[{""meta"": ""Prerana"", ""subcategory"": ""doubt"", ""vote_pattern"": ""2-1"", ""text"": ""e unknown reason, when people stopped dealing with the notifications altogether.""}, {""meta"": ""Prerana"", ""subcategory"": ""exaggeration"", ""vote_pattern"": ""2-1"", ""text"": ""e RMV has \""worked around the clock\"" to address the backlog""}, {""meta"": ""Ashrey"", ""subcategory"": ""no polarizing language"", ""vote_pattern"": ""2-1"", ""text"": ""no polarizing language selected""}]","{""Aarush"": ""no polarizing language"", ""Ashrey"": ""no polarizing language"", ""Prerana"": ""polarizing language""}","{""Aarush"": ""polarizing language"", ""Ashrey"": ""no polarizing language"", ""Prerana"": ""polarizing language""}"
25,Killer of 16-year-old New York girl in 1980 released on parole despite outrage,1,2,2,False,"{""has_npl_2_1"": false, ""has_npl_3_0"": true, ""has_polarizing_2_1"": true, ""has_polarizing_3_0"": false}","[{""meta"": ""Aarush"", ""subcategory"": ""no polarizing language"", ""vote_pattern"": ""3-0"", ""text"": ""no polarizing language selected""}, {""meta"": ""Ashrey"", ""subcategory"": ""slogans"", ""vote_pattern"": ""2-1"", ""text"": ""A non-profit organization \""Petition for Paula\"" filed a lawsuit""}]","{""Aarush"": ""no polarizing language"", ""Ashrey"": ""polarizing language"", ""Prerana"": ""polarizing language""}","{""Aarush"": ""no polarizing language"", ""Ashrey"": ""polarizing language"", ""Prerana"": ""polarizing language""}"
25,Killer of 16-year-old New York girl in 1980 released on parole despite outrage,2,1,2,True,"{""has_npl_2_1"": false, ""has_npl_3_0"": true, ""has_polarizing_2_1"": true, ""has_polarizing_3_0"": false}","[{""meta"": ""Prerana"", ""subcategory"": ""bandwagon"", ""vote_pattern"": ""2-1"", ""text"": ""HUNDREDS PROTEST PLAN TO RELEASE 16-YEAR-OLD GIRL'S CONVICTED KILLER Former New York Gov.""}, {""meta"": ""Prerana"", ""subcategory"": ""exaggeration"", ""vote_pattern"": ""2-1"", ""text"": ""hey would have to see that this man should not be out in the streets,\"" Pataki said.""}, {""meta"": ""Ashrey"", ""subcategory"": ""no polarizing language"", ""vote_pattern"": ""3-0"", ""text"": ""no polarizing language selected""}]","{""Aarush"": ""no polarizing language"", ""Ashrey"": ""no polarizing language"", ""Prerana"": ""polarizing language""}","{""Aarush"": ""polarizing language"", ""Ashrey"": ""no polarizing language"", ""Prerana"": ""polarizing language""}"
25,Killer of 16-year-old New York girl in 1980 released on parole despite outrage,3,1,3,True,"{""has_npl_2_1"": false, ""has_npl_3_0"": true, ""has_polarizing_2_1"": true, ""has_polarizing_3_0"": true}","[{""meta"": ""Prerana"", ""subcategory"": ""doubt"", ""vote_pattern"": ""3-0"", ""text"": "". I don't think he's sorry.""}, {""meta"": ""Prerana"", ""subcategory"": ""doubt"", ""vote_pattern"": ""2-1"", ""text"": ""y for it, so how can he be sorry?""}, {""meta"": ""Ashrey"", ""subcategory"": ""no polarizing language"", ""vote_pattern"": ""3-0"", ""text"": ""no polarizing language selected""}]","{""Aarush"": ""no polarizing language"", ""Ashrey"": ""no polarizing language"", ""Prerana"": ""polarizing language""}","{""Aarush"": ""polarizing language"", ""Ashrey"": ""polarizing language"", ""Prerana"": ""polarizing language""}"
26,"Ocasio-Cortez, Sanders call for climate change emergency mobilization, seeks a re-do of failed Green New Deal",0,3,2,True,"{""has_npl_2_1"": false, ""has_npl_3_0"": false, ""has_polarizing_2_1"": true, ""has_polarizing_3_0"": false}","[{""meta"": ""Aarush"", ""subcategory"": ""casual oversimplification"", ""vote_pattern"": ""2-1"", ""text"": ""address the so-called emergency.""}]","{""Aarush"": ""polarizing language"", ""Ashrey"": ""polarizing language"", ""Prerana"": ""polarizing language""}","{""Aarush"": ""polarizing language"", ""Ashrey"": ""no polarizing language"", ""Prerana"": ""polarizing language""}"
26,"Ocasio-Cortez, Sanders call for climate change emergency mobilization, seeks a re-do of failed Green New Deal",1,2,2,False,"{""has_npl_2_1"": false, ""has_npl_3_0"": true, ""has_polarizing_2_1"": true, ""has_polarizing_3_0"": false}","[{""meta"": ""Prerana"", ""subcategory"": ""name-calling"", ""vote_pattern"": ""2-1"", ""text"": ""\""a radical, top-down, socialist makeover of the entire U.S. economy.\""""}, {""meta"": ""Prerana"", ""subcategory"": ""no polarizing language"", ""vote_pattern"": ""3-0"", ""text"": ""no polarizing language selected""}]","{""Aarush"": ""no polarizing language"", ""Ashrey"": ""polarizing language"", ""Prerana"": ""polarizing language""}","{""Aarush"": ""no polarizing language"", ""Ashrey"": ""polarizing language"", ""Prerana"": ""polarizing language""}"
26,"Ocasio-Cortez, Sanders call for climate change emergency mobilization, seeks a re-do of failed Green New Deal",2,2,2,False,"{""has_npl_2_1"": false, ""has_npl_3_0"": false, ""has_polarizing_2_1"": true, ""has_polarizing_3_0"": false}","[{""meta"": ""Prerana"", ""subcategory"": ""name-calling"", ""vote_pattern"": ""2-1"", ""text"": ""ely declared phony national emergencies to advance his deep""}]","{""Aarush"": ""no polarizing language"", ""Ashrey"": ""polarizing language"", ""Prerana"": ""polarizing language""}","{""Aarush"": ""no polarizing language"", ""Ashrey"": ""polarizing language"", ""Prerana"": ""polarizing language""}"
27,Gabbard was most searched Democratic candidate after debate despite getting third-lowest speaking time,1,2,3,True,"{""has_npl_2_1"": false, ""has_npl_3_0"": false, ""has_polarizing_2_1"": false, ""has_polarizing_3_0"": true}","[{""meta"": ""Prerana"", ""subcategory"": ""casual oversimplification"", ""vote_pattern"": ""3-0"", ""text"": ""weren't in there, they started flying planes into our buildings,\""""}]","{""Aarush"": ""no polarizing language"", ""Ashrey"": ""polarizing language"", ""Prerana"": ""polarizing language""}","{""Aarush"": ""polarizing language"", ""Ashrey"": ""polarizing language"", ""Prerana"": ""polarizing language""}"
