article_index,article_title,paragraph_index,meta,subcategory,span,accept,deny,total_votes,accept_rate
9,"senate confirms judge who attacked roe v. wade, called being transgender 'a delusion'",1,Prerana,name-calling,ted bizarre comments Kacsmaryk ha,0,3,3,0.0
9,"senate confirms judge who attacked roe v. wade, called being transgender 'a delusion'",1,Prerana,demonization,"autonomous blob of Silly Putty, unconstrained by nature or biology",2,1,3,0.666667
9,"senate confirms judge who attacked roe v. wade, called being transgender 'a delusion'",2,Ashrey,doubt,"sounds like a lot of President Donald Trump's other judicial nominees young, right-wing ideologues , the vast majority of whom are white men",3,0,3,1.0
9,"senate confirms judge who attacked roe v. wade, called being transgender 'a delusion'",2,Aarush,no polarizing language,no polarizing language selected,0,3,3,0.0
9,"senate confirms judge who attacked roe v. wade, called being transgender 'a delusion'",2,Prerana,name-calling,drape black robes over these bigoted views?,2,1,3,0.666667
9,"senate confirms judge who attacked roe v. wade, called being transgender 'a delusion'",2,Prerana,name-calling,"a right-wing Christian advocacy group, sounds like",3,0,3,1.0
9,"senate confirms judge who attacked roe v. wade, called being transgender 'a delusion'",2,Prerana,exaggeration,He is one of Trump's most extreme nominees,2,1,3,0.666667
9,"senate confirms judge who attacked roe v. wade, called being transgender 'a delusion'",2,Prerana,demonization,selection process and funneling anti-abortion and anti-LGBTQ,2,1,3,0.666667
9,"senate confirms judge who attacked roe v. wade, called being transgender 'a delusion'",3,Ashrey,no polarizing language,no polarizing language selected,3,0,3,1.0
9,"senate confirms judge who attacked roe v. wade, called being transgender 'a delusion'",3,Aarush,no polarizing language,no polarizing language selected,3,0,3,1.0
9,"senate confirms judge who attacked roe v. wade, called being transgender 'a delusion'",3,Prerana,exaggeration,That's more circuit judges than any president has gotten through by this point in a first term.,1,2,3,0.333333
10,"editorial: six months after california's landmark police transparency law, many agencies still won't release their records",0,Ashrey,demonization,But the biggest thing we've learned is that many police departments believe that compliance with the law is optiona,2,1,3,0.666667
10,"editorial: six months after california's landmark police transparency law, many agencies still won't release their records",0,Ashrey,casual oversimplification,"But the public has the right to know about these very serious events, which is why it was so important to pass SB1421.",2,1,3,0.666667
10,"editorial: six months after california's landmark police transparency law, many agencies still won't release their records",0,Aarush,no polarizing language,no polarizing language selected,0,3,3,0.0
10,"editorial: six months after california's landmark police transparency law, many agencies still won't release their records",0,Prerana,casual oversimplification,we've learned is that many police departments believe that compliance with the law is optional,1,2,3,0.333333
10,"editorial: six months after california's landmark police transparency law, many agencies still won't release their records",0,Prerana,exaggeration,police departments are resisting compliance,1,2,3,0.333333
10,"editorial: six months after california's landmark police transparency law, many agencies still won't release their records",1,Ashrey,doubt,"""Law enforcement in San Francisco is deliberately sandbagging the release of these records,""",2,1,3,0.666667
10,"editorial: six months after california's landmark police transparency law, many agencies still won't release their records",1,Ashrey,bandwagon,"This is lawless conduct, and it's depriving the public from the right to know about the activities of police in their communities",3,0,3,1.0
10,"editorial: six months after california's landmark police transparency law, many agencies still won't release their records",1,Aarush,no polarizing language,no polarizing language selected,0,3,3,0.0
10,"editorial: six months after california's landmark police transparency law, many agencies still won't release their records",1,Prerana,name-calling,Law enforcement in San Francisco is deliberately sandbagging the release of these records,1,2,3,0.333333
10,"editorial: six months after california's landmark police transparency law, many agencies still won't release their records",1,Prerana,slogans,This is lawless conduct,1,2,3,0.333333
10,"editorial: six months after california's landmark police transparency law, many agencies still won't release their records",2,Ashrey,demonization,"Becerra's obvious bias toward the police groups could prove an obstacle, too.",3,0,3,1.0
10,"editorial: six months after california's landmark police transparency law, many agencies still won't release their records",2,Aarush,no polarizing language,no polarizing language selected,0,3,3,0.0
10,"editorial: six months after california's landmark police transparency law, many agencies still won't release their records",2,Prerana,doubt,groups have had a powerful champion in their attempts to deny the public thi,2,1,3,0.666667
10,"editorial: six months after california's landmark police transparency law, many agencies still won't release their records",2,Prerana,name-calling,"Becerra's obvious bias toward the police groups could prove an obstacle, too.",0,3,3,0.0
10,"editorial: six months after california's landmark police transparency law, many agencies still won't release their records",3,Ashrey,bandwagon,The passage of SB1421 was a hard-fought battle to give the public transparency about police misconduct in their communities.,3,0,3,1.0
10,"editorial: six months after california's landmark police transparency law, many agencies still won't release their records",3,Ashrey,slogans,No one least of all the agencies that have sworn to protect and serve the public should be allowed to thwart the law.,2,1,3,0.666667
10,"editorial: six months after california's landmark police transparency law, many agencies still won't release their records",3,Aarush,no polarizing language,no polarizing language selected,3,0,3,1.0
10,"editorial: six months after california's landmark police transparency law, many agencies still won't release their records",3,Prerana,demonization,all the agencies that have sworn to protect and serve the public should be allowed to thwart the law.,0,3,3,0.0
11,BuzzFeed Journalists Protest in Push for Union Recognition,0,Ashrey,slogans,Recognize the BuzzFeed Union!!,2,1,3,0.666667
11,BuzzFeed Journalists Protest in Push for Union Recognition,0,Aarush,no polarizing language,no polarizing language selected,3,0,3,1.0
11,BuzzFeed Journalists Protest in Push for Union Recognition,0,Prerana,slogans,"Recognize the BuzzFeed Union!!""",2,1,3,0.666667
11,BuzzFeed Journalists Protest in Push for Union Recognition,0,Prerana,name-calling,also a giant inflatable rat -- a common form of protest by striking trade unions,2,1,3,0.666667
11,BuzzFeed Journalists Protest in Push for Union Recognition,0,Prerana,doubt,a question that unions and companies frequently spar over.,1,2,3,0.333333
11,BuzzFeed Journalists Protest in Push for Union Recognition,1,Ashrey,no polarizing language,no polarizing language selected,3,0,3,1.0
11,BuzzFeed Journalists Protest in Push for Union Recognition,1,Aarush,no polarizing language,no polarizing language selected,3,0,3,1.0
11,BuzzFeed Journalists Protest in Push for Union Recognition,1,Prerana,exaggeration,"unfair pay disparities, mismanaged pivots and layoffs, weak benefits, skyrocketing health insurance costs, diversity, and more",2,1,3,0.666667
11,BuzzFeed Journalists Protest in Push for Union Recognition,1,Prerana,doubt,"xclude workers they claim are managerial, supervisory or confidential despite",1,2,3,0.333333
11,BuzzFeed Journalists Protest in Push for Union Recognition,1,Prerana,name-calling,seeking to impose additional demands that threaten our progress around voluntary recognitio,0,3,3,0.0
11,BuzzFeed Journalists Protest in Push for Union Recognition,2,Ashrey,exaggeration,once the darlings of the media industry,3,0,3,1.0
11,BuzzFeed Journalists Protest in Push for Union Recognition,2,Aarush,no polarizing language,no polarizing language selected,0,3,3,0.0
11,BuzzFeed Journalists Protest in Push for Union Recognition,2,Prerana,name-calling,once the darlings of the media industry,3,0,3,1.0
11,BuzzFeed Journalists Protest in Push for Union Recognition,2,Prerana,exaggeration,once the darlings of the media industry,3,0,3,1.0
11,BuzzFeed Journalists Protest in Push for Union Recognition,2,Prerana,casual oversimplification,"While that hasn't prevented layoffs, it has in some cases cushioned the blow.",1,2,3,0.333333
11,BuzzFeed Journalists Protest in Push for Union Recognition,2,Prerana,bandwagon,The tumult has led journalists at several media outlets to opt for collective bargaining.,0,3,3,0.0
12,DC mayor says Trump's Fourth of July celebration emptied security fund,0,Ashrey,no polarizing language,no polarizing language selected,3,0,3,1.0
12,DC mayor says Trump's Fourth of July celebration emptied security fund,0,Aarush,no polarizing language,no polarizing language selected,3,0,3,1.0
12,DC mayor says Trump's Fourth of July celebration emptied security fund,0,Prerana,exaggeration,"ves, increased demand for heightened security, and a one-time draw down of $7.3 million",1,2,3,0.333333
12,DC mayor says Trump's Fourth of July celebration emptied security fund,0,Prerana,exaggeration,ests has emptied out a municipal fund us,1,2,3,0.333333
12,DC mayor says Trump's Fourth of July celebration emptied security fund,0,Prerana,demonization,events and defend against terrorist threats,1,2,3,0.333333
12,DC mayor says Trump's Fourth of July celebration emptied security fund,0,Prerana,exaggeration,"declining reserves, increased demand for heightened security, and a one-time draw down o",1,2,3,0.333333
12,DC mayor says Trump's Fourth of July celebration emptied security fund,1,Ashrey,no polarizing language,no polarizing language selected,2,1,3,0.666667
12,DC mayor says Trump's Fourth of July celebration emptied security fund,1,Aarush,no polarizing language,no polarizing language selected,2,1,3,0.666667
12,DC mayor says Trump's Fourth of July celebration emptied security fund,1,Prerana,slogans,Nothing America cannot do':,3,0,3,1.0
12,DC mayor says Trump's Fourth of July celebration emptied security fund,1,Prerana,slogans,More: 'This says something':,0,3,3,0.0
12,DC mayor says Trump's Fourth of July celebration emptied security fund,1,Prerana,doubt,'Are you proud to be an American?' Why Trump's 4th of July was a tale of three different celebrations,1,2,3,0.333333
12,DC mayor says Trump's Fourth of July celebration emptied security fund,2,Ashrey,name-calling,"Demonstrators brought along a ""Baby Trump"" balloon",1,2,3,0.333333
12,DC mayor says Trump's Fourth of July celebration emptied security fund,2,Ashrey,name-calling,"""Dump Trump"" robot to protest the president",3,0,3,1.0
12,DC mayor says Trump's Fourth of July celebration emptied security fund,2,Aarush,no polarizing language,no polarizing language selected,3,0,3,1.0
12,DC mayor says Trump's Fourth of July celebration emptied security fund,2,Prerana,name-calling,"Baby Trump"" balloon and a ""Dump Trump"" r",3,0,3,1.0
12,DC mayor says Trump's Fourth of July celebration emptied security fund,2,Prerana,name-calling,More: Far-right extremists Proud Boys ou,2,1,3,0.666667
12,DC mayor says Trump's Fourth of July celebration emptied security fund,2,Prerana,exaggeration,DC mayor says Trump's Fourth of July celebration emptied,1,2,3,0.333333
12,DC mayor says Trump's Fourth of July celebration emptied security fund,2,Prerana,exaggeration,y Some protests grew more heated.,1,2,3,0.333333
13,Protest in Madrid as conservatives suspend ban on most polluting cars,0,Ashrey,slogans,"""I want to breathe free"" and ""We aspire to have a Madrid without smoke""",3,0,3,1.0
13,Protest in Madrid as conservatives suspend ban on most polluting cars,0,Aarush,no polarizing language,no polarizing language selected,0,3,3,0.0
13,Protest in Madrid as conservatives suspend ban on most polluting cars,0,Prerana,slogans,"We aspire to have a Madrid without smoke"".",3,0,3,1.0
13,Protest in Madrid as conservatives suspend ban on most polluting cars,0,Prerana,slogans,"""Yes we can, I do want Madrid central",1,2,3,0.333333
13,Protest in Madrid as conservatives suspend ban on most polluting cars,0,Prerana,slogans,I want to breathe free,3,0,3,1.0
13,Protest in Madrid as conservatives suspend ban on most polluting cars,0,Prerana,slogans,"We aspire to have a Madrid without smoke"".",3,0,3,1.0
13,Protest in Madrid as conservatives suspend ban on most polluting cars,1,Ashrey,no polarizing language,no polarizing language selected,2,1,3,0.666667
13,Protest in Madrid as conservatives suspend ban on most polluting cars,1,Aarush,no polarizing language,no polarizing language selected,2,1,3,0.666667
13,Protest in Madrid as conservatives suspend ban on most polluting cars,1,Prerana,no polarizing language,no polarizing language selected,2,1,3,0.666667
13,Protest in Madrid as conservatives suspend ban on most polluting cars,1,Prerana,bandwagon,People of all ages rallied despite a scorching heatwave in Spain and most of Europe,1,2,3,0.333333
13,Protest in Madrid as conservatives suspend ban on most polluting cars,2,Ashrey,no polarizing language,no polarizing language selected,3,0,3,1.0
13,Protest in Madrid as conservatives suspend ban on most polluting cars,2,Aarush,no polarizing language,no polarizing language selected,3,0,3,1.0
13,Protest in Madrid as conservatives suspend ban on most polluting cars,2,Prerana,no polarizing language,no polarizing language selected,3,0,3,1.0
13,Protest in Madrid as conservatives suspend ban on most polluting cars,2,Prerana,no polarizing language,no polarizing language selected,3,0,3,1.0
14,tutankhamun sculpture's london auction sparks egyptian outcry,0,Ashrey,no polarizing language,no polarizing language selected,3,0,3,1.0
14,tutankhamun sculpture's london auction sparks egyptian outcry,0,"I tagged the phrase ""his rule would have probably passed without notice"" because it overcredits the British for finding the tomb.",no polarizing language,no polarizing language selected,3,0,3,1.0
14,tutankhamun sculpture's london auction sparks egyptian outcry,0,Prerana,name-calling,goes under the hammer this week,0,3,3,0.0
14,tutankhamun sculpture's london auction sparks egyptian outcry,0,Prerana,exaggeration,hiselled head -- its serene eyes and puffed lips,1,2,3,0.333333
14,tutankhamun sculpture's london auction sparks egyptian outcry,0,Prerana,exaggeration,y's unparalleled collection of antiquities wan,1,2,3,0.333333
14,tutankhamun sculpture's london auction sparks egyptian outcry,1,Ashrey,doubt,"""The owners have given false information,"" he said in a telephone interview. ""They have not shown any legal papers to prove its ownership.""",3,0,3,1.0
14,tutankhamun sculpture's london auction sparks egyptian outcry,1,"I tagged the phrase ""his rule would have probably passed without notice"" because it overcredits the British for finding the tomb.",no polarizing language,no polarizing language selected,0,3,3,0.0
14,tutankhamun sculpture's london auction sparks egyptian outcry,1,Prerana,doubt,hey have not shown any legal papers to prove its ownership.,3,0,3,1.0
14,tutankhamun sculpture's london auction sparks egyptian outcry,1,Prerana,doubt,and little is known to the public about how the statue found its way to Europe,3,0,3,1.0
14,tutankhamun sculpture's london auction sparks egyptian outcry,1,Prerana,exaggeration,". ""It is hugely important to establish recent ownership and legal right to s",0,3,3,0.0
14,tutankhamun sculpture's london auction sparks egyptian outcry,2,Ashrey,no polarizing language,no polarizing language selected,0,2,2,0.0
14,tutankhamun sculpture's london auction sparks egyptian outcry,2,"I tagged the phrase ""his rule would have probably passed without notice"" because it overcredits the British for finding the tomb.",casual oversimplification,His rule would have probably passed without notice,2,0,2,1.0
14,tutankhamun sculpture's london auction sparks egyptian outcry,2,Prerana,exaggeration,The lavish find revived interest in ancient E,1,1,2,0.5
14,tutankhamun sculpture's london auction sparks egyptian outcry,2,Prerana,exaggeration,its remarkable room full of marble Parthenon friezes and sculptures.,1,1,2,0.5
14,tutankhamun sculpture's london auction sparks egyptian outcry,3,Ashrey,no polarizing language,no polarizing language selected,2,0,2,1.0
14,tutankhamun sculpture's london auction sparks egyptian outcry,3,"I tagged the phrase ""his rule would have probably passed without notice"" because it overcredits the British for finding the tomb.",no polarizing language,no polarizing language selected,2,0,2,1.0
14,tutankhamun sculpture's london auction sparks egyptian outcry,3,Prerana,name-calling,The late Egyptian strongman,0,2,2,0.0
14,tutankhamun sculpture's london auction sparks egyptian outcry,3,Prerana,exaggeration,r numerous works went missing during the lootin,0,2,2,0.0
15,meghan markle has been branded 'difficult' by tabloids. it's the same sexism that demonizes driven women in the workplace.,0,Ashrey,name-calling,"""duchess difficult,"" Me-Gain,"" and ""Hurricane Meghan.""",3,0,3,1.0
15,meghan markle has been branded 'difficult' by tabloids. it's the same sexism that demonizes driven women in the workplace.,0,Ashrey,exaggeration,People love tearing down powerful women by dismissing them as difficult divas.,0,3,3,0.0
15,meghan markle has been branded 'difficult' by tabloids. it's the same sexism that demonizes driven women in the workplace.,0,Aarush,bandwagon,People love tearing down powerful women,2,1,3,0.666667
15,meghan markle has been branded 'difficult' by tabloids. it's the same sexism that demonizes driven women in the workplace.,0,Prerana,name-calling,"duchess difficult,"" Me-Gain,"" and ""Hurricane Meghan.",3,0,3,1.0
15,meghan markle has been branded 'difficult' by tabloids. it's the same sexism that demonizes driven women in the workplace.,0,Prerana,demonization,"sexism that often demonizes driven women as ""abrasive"" or ""bossy",2,1,3,0.666667
15,meghan markle has been branded 'difficult' by tabloids. it's the same sexism that demonizes driven women in the workplace.,0,Prerana,demonization,y dismissing them as difficult divas,2,1,3,0.666667
15,meghan markle has been branded 'difficult' by tabloids. it's the same sexism that demonizes driven women in the workplace.,0,Prerana,casual oversimplification,People love tearing down powerful women,1,2,3,0.333333
15,meghan markle has been branded 'difficult' by tabloids. it's the same sexism that demonizes driven women in the workplace.,0,Prerana,name-calling,"Me-Gain, "" and "" Hurricane Meghan",3,0,3,1.0
15,meghan markle has been branded 'difficult' by tabloids. it's the same sexism that demonizes driven women in the workplace.,1,Ashrey,no polarizing language,no polarizing language selected,0,0,0,
15,meghan markle has been branded 'difficult' by tabloids. it's the same sexism that demonizes driven women in the workplace.,1,Aarush,no polarizing language,no polarizing language selected,0,0,0,
15,meghan markle has been branded 'difficult' by tabloids. it's the same sexism that demonizes driven women in the workplace.,1,Prerana,exaggeration,they seem to think that she's running the show.,0,0,0,
15,meghan markle has been branded 'difficult' by tabloids. it's the same sexism that demonizes driven women in the workplace.,1,Prerana,demonization,"volatile "" wave of abuse and harassment """,0,0,0,
15,meghan markle has been branded 'difficult' by tabloids. it's the same sexism that demonizes driven women in the workplace.,1,Prerana,name-calling,"""outright sexism and racism"" she faced.",0,0,0,
15,meghan markle has been branded 'difficult' by tabloids. it's the same sexism that demonizes driven women in the workplace.,2,Ashrey,no polarizing language,no polarizing language selected,0,0,0,
15,meghan markle has been branded 'difficult' by tabloids. it's the same sexism that demonizes driven women in the workplace.,2,Aarush,no polarizing language,no polarizing language selected,0,0,0,
15,meghan markle has been branded 'difficult' by tabloids. it's the same sexism that demonizes driven women in the workplace.,2,Prerana,name-calling,", Markle is being labeled ""difficult"" and unpopular beca",0,0,0,
15,meghan markle has been branded 'difficult' by tabloids. it's the same sexism that demonizes driven women in the workplace.,2,Prerana,demonization,ings of the sexism that often demonizes driven women,0,0,0,
15,meghan markle has been branded 'difficult' by tabloids. it's the same sexism that demonizes driven women in the workplace.,2,Prerana,scapegoating,otypes (ideas about what women are like) and prescriptive gender stereotypes (ideas about what women should be like) impede women's professional advancement .,0,0,0,
15,meghan markle has been branded 'difficult' by tabloids. it's the same sexism that demonizes driven women in the workplace.,2,Prerana,exaggeration,"they face ""disapproval and social penalties"" that keep them from getting promoted.",0,0,0,
15,meghan markle has been branded 'difficult' by tabloids. it's the same sexism that demonizes driven women in the workplace.,2,Prerana,name-calling,"alled ""abrasive"" and ""bossy"" in performance reviews while men are praised for being ""aggressive.""",0,0,0,
15,meghan markle has been branded 'difficult' by tabloids. it's the same sexism that demonizes driven women in the workplace.,3,Ashrey,no polarizing language,no polarizing language selected,0,0,0,
15,meghan markle has been branded 'difficult' by tabloids. it's the same sexism that demonizes driven women in the workplace.,3,Aarush,no polarizing language,no polarizing language selected,0,0,0,
15,meghan markle has been branded 'difficult' by tabloids. it's the same sexism that demonizes driven women in the workplace.,3,Prerana,name-calling,"are seen as micromanaging and bossy """,0,0,0,
15,meghan markle has been branded 'difficult' by tabloids. it's the same sexism that demonizes driven women in the workplace.,3,Prerana,doubt,why people feel the need to ridicule her for it.,0,0,0,
15,meghan markle has been branded 'difficult' by tabloids. it's the same sexism that demonizes driven women in the workplace.,3,Prerana,exaggeration,"ost influential royal style icon,",0,0,0,
16,Biden criticizes Amazon for paying $0 in corporate taxes,0,Ashrey,slogans,"We need to reward work, not just wealth",2,1,3,0.666667
16,Biden criticizes Amazon for paying $0 in corporate taxes,0,Ashrey,exaggeration,"I have nothing against Amazon, but no company pulling in billions of dollars of profits should pay a lower tax rate than firefighters and teachers",2,1,3,0.666667
16,Biden criticizes Amazon for paying $0 in corporate taxes,0,Aarush,exaggeration,presidential candidate to slam one,2,1,3,0.666667
16,Biden criticizes Amazon for paying $0 in corporate taxes,0,Prerana,demonization,presidential candidate to slam one of the most profitable companies,1,2,3,0.333333
16,Biden criticizes Amazon for paying $0 in corporate taxes,0,Prerana,exaggeration,"We need to reward work, not just wealth.""",0,3,3,0.0
16,Biden criticizes Amazon for paying $0 in corporate taxes,0,Prerana,exaggeration,ut no company pulling in billions of dollars of profits should pay a lower tax rate,2,1,3,0.666667
16,Biden criticizes Amazon for paying $0 in corporate taxes,0,Prerana,slogans,"e need to reward work, not just wealth.""",2,1,3,0.666667
16,Biden criticizes Amazon for paying $0 in corporate taxes,0,Prerana,bandwagon,"in profits last year, has become a prime target for Democrats seeking to criticize corporate power",0,3,3,0.0
16,Biden criticizes Amazon for paying $0 in corporate taxes,1,Ashrey,no polarizing language,no polarizing language selected,0,3,3,0.0
16,Biden criticizes Amazon for paying $0 in corporate taxes,1,Aarush,exaggeration,"earlier this week, slamming the company",3,0,3,1.0
16,Biden criticizes Amazon for paying $0 in corporate taxes,1,Prerana,demonization,who said they were treated inhumanely at the facilitie,2,1,3,0.666667
16,Biden criticizes Amazon for paying $0 in corporate taxes,1,Prerana,casual oversimplification,". ""But they should pay a few taxes, you know what I mean?",1,2,3,0.333333
16,Biden criticizes Amazon for paying $0 in corporate taxes,1,Prerana,name-calling,slamming the company at a campaign stop,1,2,3,0.333333
16,Biden criticizes Amazon for paying $0 in corporate taxes,2,Ashrey,no polarizing language,no polarizing language selected,0,3,3,0.0
16,Biden criticizes Amazon for paying $0 in corporate taxes,2,Aarush,no polarizing language,no polarizing language selected,0,3,3,0.0
16,Biden criticizes Amazon for paying $0 in corporate taxes,2,Prerana,exaggeration,"okesperson added that the company invested more than $50 billion and created 45,000 full-time, full-benefit jobs last year",0,3,3,0.0
16,Biden criticizes Amazon for paying $0 in corporate taxes,2,Prerana,exaggeration,furious backlash in Washington against the country's top tech giants,3,0,3,1.0
16,Biden criticizes Amazon for paying $0 in corporate taxes,2,Prerana,demonization,corporate power to the detriment of other companies and workers,3,1,4,0.75
16,Biden criticizes Amazon for paying $0 in corporate taxes,2,Prerana,demonization,Amazon crushes small companies by copying the goods,3,0,3,1.0
16,Biden criticizes Amazon for paying $0 in corporate taxes,2,Prerana,name-calling,"who has insulted CEO Jeff Bezos, who also owns The Washington Post.",1,2,3,0.333333
16,Biden criticizes Amazon for paying $0 in corporate taxes,3,Ashrey,no polarizing language,no polarizing language selected,2,1,3,0.666667
16,Biden criticizes Amazon for paying $0 in corporate taxes,3,Aarush,no polarizing language,no polarizing language selected,2,1,3,0.666667
16,Biden criticizes Amazon for paying $0 in corporate taxes,3,Prerana,name-calling,has accused the Post of being biased against him,1,2,3,0.333333
16,Biden criticizes Amazon for paying $0 in corporate taxes,3,Prerana,name-calling,"accused Amazon of colluding with Democrats to ""discriminate"" against him.",1,2,3,0.333333
17,trump vows to cure cancer and eradicate aids,0,Ashrey,no polarizing language,no polarizing language selected,0,3,3,0.0
17,trump vows to cure cancer and eradicate aids,0,Aarush,casual oversimplification,The president spent much of his speech attacking familiar foes and restating his position on issues like immigration,3,0,3,1.0
17,trump vows to cure cancer and eradicate aids,0,Prerana,exaggeration,made sweeping promises to tackle two o,1,2,3,0.333333
17,trump vows to cure cancer and eradicate aids,0,Prerana,name-calling,ankind's most dreaded diseases. I,0,3,3,0.0
17,trump vows to cure cancer and eradicate aids,0,Prerana,demonization,attacking familiar foes and restating his position on issues like immigration,1,2,3,0.333333
17,trump vows to cure cancer and eradicate aids,0,Prerana,exaggeration,"s to many, many problems, to many, many diseases in",2,1,3,0.666667
17,trump vows to cure cancer and eradicate aids,0,Prerana,exaggeration,"""come up with the cures"" to devastating diseases",1,2,3,0.333333
17,trump vows to cure cancer and eradicate aids,1,Ashrey,doubt,"""Wow, why the hell didn't you do that over the last 50 years, Joe?"" Trump Jr. tweeted.",3,0,3,1.0
17,trump vows to cure cancer and eradicate aids,1,Ashrey,doubt,critics pointed out his budget proposal the previous year sought to divert money away from HIV/AIDS research to fund detention centers for undocumented immigrant children.,3,0,3,1.0
17,trump vows to cure cancer and eradicate aids,1,Aarush,no polarizing language,no polarizing language selected,0,3,3,0.0
17,trump vows to cure cancer and eradicate aids,1,Prerana,name-calling,"Wow, why the hell didn't you do that over the last 50 ye",0,3,3,0.0
17,trump vows to cure cancer and eradicate aids,1,Prerana,exaggeration,"""I promise you, if I'm elected president",0,3,3,0.0
17,trump vows to cure cancer and eradicate aids,1,Prerana,casual oversimplification,"oing to see the single most important thing that changes America we're going to cure cancer.""",1,2,3,0.333333
17,trump vows to cure cancer and eradicate aids,1,Prerana,casual oversimplification,r sought to divert money away from HIV/AIDS research t,2,1,3,0.666667
17,trump vows to cure cancer and eradicate aids,2,Ashrey,no polarizing language,no polarizing language selected,0,3,3,0.0
17,trump vows to cure cancer and eradicate aids,2,Aarush,no polarizing language,no polarizing language selected,0,3,3,0.0
17,trump vows to cure cancer and eradicate aids,2,Prerana,casual oversimplification,"e will eradicate AIDS in America once and for all and we are really close,",2,1,3,0.666667
17,trump vows to cure cancer and eradicate aids,2,Prerana,doubt,"uldn't help but wonder about the feasibility of the president's big promises,",3,0,3,1.0
17,trump vows to cure cancer and eradicate aids,2,Prerana,exaggeration,e will eradicate AIDS in America once and for all,1,2,3,0.333333
17,trump vows to cure cancer and eradicate aids,3,Ashrey,no polarizing language,no polarizing language selected,3,0,3,1.0
17,trump vows to cure cancer and eradicate aids,3,Aarush,no polarizing language,no polarizing language selected,3,0,3,1.0
17,trump vows to cure cancer and eradicate aids,3,Prerana,casual oversimplification,"Red Planet. ""We will lay the foundation for landing American astronauts on the surface of Mars",0,3,3,0.0
18,donald trump's criminal justice reform shows results,0,Aarush,bandwagon,Most people are not aware of the First Step Act,1,2,3,0.333333
18,donald trump's criminal justice reform shows results,0,Aarush,exaggeration,"It is a major achievement in improving the criminal justice system, long overdue.",3,0,3,1.0
18,donald trump's criminal justice reform shows results,0,Aarush,bandwagon,We all want to see criminals,3,0,3,1.0
18,donald trump's criminal justice reform shows results,0,Ashrey,exaggeration,"It is a major achievement in improving the criminal justice system, long overdue.",3,0,3,1.0
18,donald trump's criminal justice reform shows results,0,Prerana,exaggeration,is a major achievement in improving the cr,3,0,3,1.0
18,donald trump's criminal justice reform shows results,0,Prerana,casual oversimplification,will become a productive member of society.,2,1,3,0.666667
18,donald trump's criminal justice reform shows results,0,Prerana,exaggeration,ehind bars does nothing to rehabilitate.,2,1,3,0.666667
18,donald trump's criminal justice reform shows results,1,Aarush,no polarizing language,no polarizing language selected,3,0,3,1.0
18,donald trump's criminal justice reform shows results,1,Ashrey,no polarizing language,no polarizing language selected,3,0,3,1.0
18,donald trump's criminal justice reform shows results,1,Prerana,exaggeration,o had spent nearly 90% of his adult years,0,3,3,0.0
18,donald trump's criminal justice reform shows results,1,Prerana,exaggeration,"He had no friends or family. No money, no transportation",1,2,3,0.333333
18,donald trump's criminal justice reform shows results,1,Prerana,exaggeration,"me."" He didn't know how to be free. He died in priso",2,1,3,0.666667
18,donald trump's criminal justice reform shows results,2,Aarush,exaggeration,"Too often, an 18-year-old makes a mistake for which he will pay until he's 90 years old",3,0,3,1.0
18,donald trump's criminal justice reform shows results,2,Ashrey,no polarizing language,no polarizing language selected,0,3,3,0.0
18,donald trump's criminal justice reform shows results,2,Prerana,exaggeration,spent two decades incarcerated for selling crack coca,1,2,3,0.333333
18,donald trump's criminal justice reform shows results,2,Prerana,exaggeration,esults in many years behind bars accomplishing nothing,1,2,3,0.333333
18,donald trump's criminal justice reform shows results,2,Prerana,doubt,"re certainly concerned about getting elected, or re-elected.",3,0,3,1.0
18,donald trump's criminal justice reform shows results,2,Prerana,exaggeration,"nell against winning at the polls is to appear ""soft o",0,3,3,0.0
18,donald trump's criminal justice reform shows results,2,Prerana,casual oversimplification,Sentences for many felonies are spelled out in minimum mandatory guidelines from which judges cannot ignore.,1,2,3,0.333333
18,donald trump's criminal justice reform shows results,2,Prerana,exaggeration,e will pay until he's 90 years old,3,0,3,1.0
18,donald trump's criminal justice reform shows results,3,Aarush,no polarizing language,no polarizing language selected,3,0,3,1.0
18,donald trump's criminal justice reform shows results,3,Ashrey,no polarizing language,no polarizing language selected,3,0,3,1.0
18,donald trump's criminal justice reform shows results,3,Prerana,name-calling,en about the extreme and morally damaging sentencing practices of the modern era.,2,1,3,0.666667
18,donald trump's criminal justice reform shows results,3,Prerana,exaggeration,"Yes, we want bad people punished. Their victims deserve that",0,3,3,0.0
18,donald trump's criminal justice reform shows results,3,Prerana,casual oversimplification,"That does not take into account the population of aging inmates, where costs run much higher.",1,2,3,0.333333
18,donald trump's criminal justice reform shows results,3,Prerana,exaggeration,That's a lot of medical expenses.,2,1,3,0.666667
18,donald trump's criminal justice reform shows results,4,Aarush,no polarizing language,no polarizing language selected,3,0,3,1.0
18,donald trump's criminal justice reform shows results,4,Ashrey,no polarizing language,no polarizing language selected,3,0,3,1.0
18,donald trump's criminal justice reform shows results,4,Prerana,no polarizing language,no polarizing language selected,3,0,3,1.0
19,GOP lawmaker suggests Colin Kaepernick move to a different country,0,Ashrey,doubt,ought to consider moving to a country where he believes the laws are better for his purposes,4,0,4,1.0
19,GOP lawmaker suggests Colin Kaepernick move to a different country,0,Aarush,no polarizing language,no polarizing language selected,0,4,4,0.0
